taxon,lfc_CropCotton ,lfc_CropSoybean,p_CropCotton ,p_CropSoybean,q_CropCotton ,q_CropSoybean,diff_CropCotton ,diff_CropSoybean,Kingdom,Phylum,Class,Order,Family,Genus,Label
BOTU_7541,-0.045575492,-0.115578903,0.879896614,0.695499482,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,BOTU_7541_Niastella
BOTU_786,-0.475961604,-0.232966315,0.048970728,0.324958919,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,BOTU_786_Niastella
BOTU_386,0.049716762,0.104863645,0.824338871,0.632506551,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,BOTU_386_Niastella
BOTU_420,-0.446400429,-0.184745133,0.107989834,0.496857966,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,BOTU_420_Niastella
BOTU_2525,0.032985847,-0.187096054,0.892075322,0.431836911,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,BOTU_2525_Niastella
BOTU_1630,-0.286921464,-0.100314486,0.140019826,0.598206677,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_1630_Chitinophagaceae
BOTU_1615,-0.024160395,0.065414689,0.91908856,0.778768431,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,BOTU_1615_Ferruginibacter
BOTU_441,-0.275705189,-0.311550005,0.44136532,0.374193867,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,BOTU_441_Chitinophaga
BOTU_3589,0.277897338,0.283972616,0.413898472,0.393759032,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,BOTU_3589_Chitinophaga
BOTU_1607,-0.124034239,0.012446317,0.490500686,0.943661295,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,BOTU_1607_Chitinophaga
BOTU_712,-0.061020859,0.196692564,0.775613767,0.348012756,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,BOTU_712_Chitinophaga
BOTU_510,-0.036704553,0.148218742,0.900265676,0.605203204,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,BOTU_510_Flavisolibacter
BOTU_802,0.227893125,0.186917566,0.347590397,0.431346624,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_802_Chitinophagaceae
BOTU_1074,0.26846468,0.373358229,0.331496259,0.167749346,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_1074_Chitinophagaceae
BOTU_465,0.333918955,0.16625484,0.19102401,0.506073157,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,BOTU_465_Flavisolibacter
BOTU_1218,-0.286921464,-0.087427528,0.11709341,0.625750917,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_1218_Chitinophagaceae
BOTU_1839,0.191032661,0.109935433,0.169348272,0.419230328,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_1839_Chitinophagaceae
BOTU_957,-0.030432474,-0.212838265,0.906478381,0.401332502,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_957_Chitinophagaceae
BOTU_551,0.227893125,0.322262102,0.194558327,0.060987265,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_551_Chitinophagaceae
BOTU_1991,0.222025987,0.095110725,0.48268193,0.758716989,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_1991_Chitinophagaceae
BOTU_1543,-0.250060999,-0.068705137,0.246468126,0.744994447,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,BOTU_1543_Niastella
BOTU_194,-0.140978783,-0.260917199,0.444188687,0.14807523,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavitalea,BOTU_194_Flavitalea
BOTU_820,-0.366509531,-0.253081529,0.178734211,0.34292064,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_820_Chitinophagaceae
BOTU_1584,0.155301517,0.062707103,0.597096168,0.827426508,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,BOTU_1584_Niastella
BOTU_933,0.114005583,-0.05835179,0.679695549,0.829102097,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_933_Chitinophagaceae
BOTU_857,-0.288124558,-0.115799974,0.241987306,0.631000325,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_857_Chitinophagaceae
BOTU_7775,0.101866365,-0.010840212,0.488044681,0.939923212,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_7775_Chitinophagaceae
BOTU_4599,0.07571345,-0.055818178,0.710504133,0.779861938,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,BOTU_4599_Sediminibacterium
BOTU_1956,-0.302366831,-0.327383726,0.300426459,0.252115223,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_1956_Chitinophagaceae
BOTU_1164,-0.142163969,0.023382708,0.589483385,0.927770115,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_1164_Chitinophagaceae
BOTU_984,-0.261322921,-0.533983862,0.378351178,0.065961682,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,BOTU_984_Flavisolibacter
BOTU_707,0.719860948,0.71490608,0.014415905,0.01306574,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,BOTU_707_Segetibacter
BOTU_1352,-0.014582166,-0.218910722,0.948246416,0.319595566,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,BOTU_1352_Segetibacter
BOTU_377,0.121113686,0.481716872,0.590396598,0.028763752,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,BOTU_377_Segetibacter
BOTU_837,0.042159135,0.148665236,0.895302346,0.635498404,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,BOTU_837_Segetibacter
BOTU_1319,0.001992521,0.162446583,0.989209204,0.260089671,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_1319_Chitinophagaceae
BOTU_1505,-0.187047619,-0.029665263,0.313421415,0.870285617,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_1505_Chitinophagaceae
BOTU_2704,0.122152143,0.099433203,0.558946177,0.627042354,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,BOTU_2704_Segetibacter
BOTU_2006,0.564375123,0.036419823,0.007619259,0.860383313,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,BOTU_2006_Ferruginibacter
BOTU_2109,-0.124034239,-0.073853592,0.327712805,0.551716231,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_2109_Chitinophagaceae
BOTU_823,-0.197755168,0.198312092,0.378776992,0.367308856,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,BOTU_823_Edaphobaculum
BOTU_2263,0.065005901,0.172261836,0.726652205,0.344056085,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,BOTU_2263_Edaphobaculum
BOTU_1481,-0.323781928,-0.278852396,0.072264108,0.113850066,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,BOTU_1481_Edaphobaculum
BOTU_7314,0.001992521,0.004123496,0.992014149,0.983120816,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,BOTU_7314_Edaphobaculum
BOTU_596,-0.216166465,-0.13509093,0.467104141,0.642506804,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,BOTU_596_Edaphobaculum
BOTU_2655,-0.061020859,0.046922053,0.68413107,0.749337456,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,BOTU_2655_Edaphobaculum
BOTU_774,-0.077595546,-0.197803602,0.759195565,0.424782482,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,BOTU_774_Edaphobaculum
BOTU_917,-0.284765416,-0.224644707,0.332354311,0.434735083,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,unidentified,unidentified,BOTU_917_Chitinophagales
BOTU_1198,0.101866365,-0.037301106,0.681512134,0.878005589,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17,BOTU_1198_env.OPS_17
BOTU_1050,0.154172197,-0.152825636,0.460461969,0.454884892,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17,BOTU_1050_env.OPS_17
BOTU_1165,-0.061020859,-0.136866973,0.708539487,0.391793376,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767,BOTU_1165_AKYH767
BOTU_2063,-0.097881323,0.059501033,0.609084465,0.750855511,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767,BOTU_2063_AKYH767
BOTU_780,0.150461106,-0.282336019,0.649020411,0.383022841,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,BOTU_780_Flavobacterium
BOTU_2213,0.247730245,-0.288183414,0.539896956,0.466390716,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,BOTU_2213_Flavobacterium
BOTU_54,-0.075986494,-0.839258327,0.828204175,0.014357385,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,BOTU_54_Flavobacterium
BOTU_88,-0.208765065,-0.112454716,0.600808588,0.773424598,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,BOTU_88_Flavobacterium
BOTU_600,-0.061020859,0.172719058,0.767958583,0.393661758,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,BOTU_600_Flavobacterium
BOTU_354,-0.04736297,-0.314324367,0.899835454,0.39351991,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,BOTU_354_Flavobacterium
BOTU_190,-0.465188141,-0.643877145,0.141735749,0.037766854,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,BOTU_190_Chryseobacterium
BOTU_3426,0.26362427,-0.152825636,0.302052749,0.541132741,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,BOTU_3426_Chryseobacterium
BOTU_232,0.405153741,-0.029634198,0.22410025,0.927630281,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,BOTU_232_Pedobacter
BOTU_2532,-0.260768548,-0.119036877,0.125704886,0.475267359,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,unidentified,BOTU_2532_Sphingobacteriaceae
BOTU_399,-0.033014244,-0.093980612,0.899620597,0.713787932,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,BOTU_399_Pedobacter
BOTU_7950,-0.250503811,-0.390778327,0.440335346,0.218874793,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,BOTU_7950_Mucilaginibacter
BOTU_4291,0.191032661,0.109935433,0.169348272,0.419230328,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,BOTU_4291_Arcticibacter
BOTU_744,0.107733504,0.023232156,0.748432339,0.943682753,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,BOTU_744_Arcticibacter
BOTU_565,0.053384685,0.262533083,0.875020044,0.429481382,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,BOTU_565_Mucilaginibacter
BOTU_1523,0.378641132,0.0388267,0.166554358,0.884795733,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,BOTU_1523_Mucilaginibacter
BOTU_1334,0.217185577,0.203563207,0.394628306,0.415099349,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,BOTU_1334_Mucilaginibacter
BOTU_566,-0.240482771,-0.022055162,0.48778731,0.948175961,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,BOTU_566_Mucilaginibacter
BOTU_1055,-0.20267037,-0.449726528,0.491781754,0.119182131,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,BOTU_1055_Sphingobacterium
BOTU_2481,0.311192283,0.340857398,0.137157983,0.096312592,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,unidentified,unidentified,BOTU_2481_Cytophagales
BOTU_1442,0.128019281,0.514144193,0.49002092,0.004632646,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,unidentified,unidentified,BOTU_1442_Cytophagales
BOTU_1289,0.643983972,0.305513802,0.033948088,0.304115559,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,unidentified,unidentified,BOTU_1289_Cytophagales
BOTU_661,0.374714389,-0.011656275,0.239790853,0.97020536,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Flexibacter,BOTU_661_Flexibacter
BOTU_679,0.437964204,0.269830816,0.107354282,0.310914369,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Rhodocytophaga,BOTU_679_Rhodocytophaga
BOTU_848,0.13872683,0.069978827,0.582753491,0.777133361,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Rhodocytophaga,BOTU_848_Rhodocytophaga
BOTU_1424,-0.061020859,-0.073853592,0.65098124,0.57601204,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,unidentified,BOTU_1424_Spirosomaceae
BOTU_1181,-0.061020859,0.216450165,0.761865748,0.27225023,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,BOTU_1181_Spirosoma
BOTU_994,0.065005901,0.023405769,0.746369762,0.905319537,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,BOTU_994_Spirosoma
BOTU_1618,-0.234615632,0.07799367,0.369631628,0.760644002,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Nibrella,BOTU_1618_Nibrella
BOTU_2909,0.26475359,0.345548631,0.163790091,0.063420099,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Nibrella,BOTU_2909_Nibrella
BOTU_1116,0.122152143,0.170539649,0.634320774,0.497582441,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Larkinella,BOTU_1116_Larkinella
BOTU_718,0.570987422,0.012145608,0.044036534,0.965101438,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Larkinella,BOTU_718_Larkinella
BOTU_1355,-0.260768548,-0.215839016,0.151528106,0.225346332,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Larkinella,BOTU_1355_Larkinella
BOTU_1113,-0.040735082,0.122489977,0.889677702,0.670074181,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,BOTU_1113_Dyadobacter
BOTU_1905,-0.008715028,0.145800942,0.969172559,0.50900762,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,BOTU_1905_Dyadobacter
BOTU_341,0.356322909,0.374208226,0.279552624,0.246068077,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,BOTU_341_Dyadobacter
BOTU_1602,0.311192283,0.115186548,0.056429853,0.470778469,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,BOTU_1602_Dyadobacter
BOTU_279,0.074836703,0.347138396,0.773749338,0.173182586,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,BOTU_279_Hymenobacter
BOTU_3079,0.065005901,0.201486457,0.695776114,0.215755732,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,BOTU_3079_Hymenobacter
BOTU_1516,-0.124034239,0.162446583,0.462914622,0.326134041,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,BOTU_1516_Hymenobacter
BOTU_1188,0.07571345,0.201383797,0.763592004,0.413859237,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,BOTU_1188_Hymenobacter
BOTU_2552,-0.300935162,-0.038427846,0.145340132,0.849366619,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,BOTU_2552_Hymenobacter
BOTU_749,0.20174021,0.39844605,0.481463542,0.155569072,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,BOTU_749_Hymenobacter
BOTU_2582,0.400358579,0.277971113,0.056794548,0.176734856,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,BOTU_2582_Hymenobacter
BOTU_200,0.089727148,-0.084355822,0.703093767,0.714362171,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,BOTU_200_Hymenobacter
BOTU_2756,0.154172197,0.091670264,0.394521657,0.605092972,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,BOTU_2756_Hymenobacter
BOTU_1193,-0.11445601,0.431363289,0.63846243,0.070497679,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,BOTU_1193_Hymenobacter
BOTU_771,-0.06473195,-0.086117258,0.801226795,0.732269707,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,BOTU_771_Adhaeribacter
BOTU_1029,-0.290632554,-0.343192138,0.215090361,0.134855256,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,unidentified,BOTU_1029_Microscillaceae
BOTU_2973,0.065005901,0.001738768,0.746911675,0.992965476,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,BOTU_2973_Ohtaekwangia
BOTU_1425,-0.124034239,-0.305005312,0.508819758,0.097040687,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,unidentified,BOTU_1425_Microscillaceae
BOTU_1060,0.191032661,0.148975307,0.148263392,0.249543971,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,unidentified,BOTU_1060_Microscillaceae
BOTU_1610,0.001992521,-0.056023497,0.991923548,0.771279599,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,unidentified,BOTU_1610_Microscillaceae
BOTU_3025,-0.061020859,0.138473077,0.679687008,0.338586036,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,unidentified,BOTU_3025_Microscillaceae
BOTU_1222,-0.321220939,-0.22639474,0.283418776,0.439984942,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,BOTU_1222_Ohtaekwangia
BOTU_949,-0.153618094,-0.441739621,0.642144344,0.172271667,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,unidentified,BOTU_949_Microscillaceae
BOTU_977,0.441654512,-0.010840212,0.039063312,0.958742142,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,BOTU_977_Ohtaekwangia
BOTU_1858,-0.323781928,-0.462641421,0.087344761,0.012595931,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,unidentified,BOTU_1858_Microscillaceae
BOTU_438,0.177423904,-0.109558367,0.549345254,0.705694354,1,1,FALSE,FALSE,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,BOTU_438_Chryseolinea
BOTU_1370,-0.061020859,0.041670938,0.714737456,0.798775166,1,1,FALSE,FALSE,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilaceae,BOTU_1370_Vermiphilaceae
BOTU_738,0.001992521,0.041441183,0.993905173,0.871086611,1,1,FALSE,FALSE,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilaceae,BOTU_738_Vermiphilaceae
BOTU_972,0.432378633,-0.117599512,0.118997575,0.664937603,1,1,FALSE,FALSE,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified,BOTU_972_Isosphaeraceae
BOTU_2556,0.122152143,0.43045648,0.662778607,0.116496208,1,1,FALSE,FALSE,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified,BOTU_2556_Isosphaeraceae
BOTU_988,-0.135449078,-0.285904195,0.515523468,0.160934972,1,1,FALSE,FALSE,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified,BOTU_988_Isosphaeraceae
BOTU_1948,-0.101592414,0.175088974,0.69595264,0.49149462,1,1,FALSE,FALSE,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified,BOTU_1948_Isosphaeraceae
BOTU_1883,0.050447798,0.047101575,0.785220968,0.794951846,1,1,FALSE,FALSE,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified,BOTU_1883_Isosphaeraceae
BOTU_1495,-0.140608926,0.248871301,0.587049235,0.326156133,1,1,FALSE,FALSE,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified,BOTU_1495_Isosphaeraceae
BOTU_4674,-0.160894704,0.010061588,0.226719147,0.938457796,1,1,FALSE,FALSE,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified,BOTU_4674_Isosphaeraceae
BOTU_2136,0.128019281,0.172948813,0.363563749,0.209962573,1,1,FALSE,FALSE,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,BOTU_2136_Singulisphaera
BOTU_6622,0.07571345,0.272363148,0.775153844,0.293927449,1,1,FALSE,FALSE,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified,BOTU_6622_Isosphaeraceae
BOTU_1714,-0.124034239,-0.103078214,0.506369886,0.57272712,1,1,FALSE,FALSE,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified,BOTU_1714_Isosphaeraceae
BOTU_3677,0.301614054,0.311530117,0.228885244,0.204293437,1,1,FALSE,FALSE,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified,BOTU_3677_Isosphaeraceae
BOTU_725,-0.071759881,-0.332790353,0.779983289,0.185765624,1,1,FALSE,FALSE,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,BOTU_725_Singulisphaera
BOTU_1857,-0.255035252,-0.391532813,0.400960608,0.187813143,1,1,FALSE,FALSE,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,BOTU_1857_Singulisphaera
BOTU_623,-0.286921464,-0.274674166,0.288283,0.299106816,1,1,FALSE,FALSE,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,BOTU_623_Aquisphaera
